"BORDIER (dir.), KARENSAC, GENTILHOMME, CY, BOISEAU, MEYNET, MALLE, MESSANA, COLLIGNON, MAUREL, GOMEZ, CAROLINE, MATHOU","Léa, Ève, Marie, Sibylline, Mirion, Anne-Olivia, Daphné, Carole, Lucile, Mademoiselle",Cher corps,6/42,,1,FR,CLASSE,"BD, TEMOIGNAGE",
BOREL,Xochitl,L’alphabet des anges,6/24,,1,FR,CLASSE,ROMAN,
BORNSTEIN,Kate,"Gender Outlaw - On men, women and the rest of us",2,,1,EN,CLASSE,,
BOUAZZOUNI,Nora,Faiminisme - quand le sexisme passe à table,26,,1,FR,CLASSE,,
BOUAZZOUNI,Nora,Steaksisme - En finir avec le mythe de la végé et du viandard,26,,1,FR,CLASSE,,
BOUCHERIE,Alexia,Troubles dans le consentement - Du désir partagé au viol : ouvrir la boîte noire des relations sexuelles,15,,1,FR,CLASSE,,
"BOUCQ, WADRE PUNTOUS","Valentine, Amandine",Corps en grève,42,,1,FR,CLASSE,BD,
BOUKHOBZA,Chochana,Le Troisième Jour,24,,1,FR,CLASSE,ROMAN,
BOURAOUI,Nina,Mes mauvaises pensées,24,,1,FR,CLASSE,ROMAN,
BOURCIER,Sam,Homo Inc.orporated - Le triangle et la licorne qui pète,19,,2,FR,CLASSE,1 manquant,
BOURCIER,Sam,Queer Zones - La trilogie,19,,1,FR,CLASSE,,
BOURCIER,Sam,Sexpolitiques - Queer zone 2,19,,1,FR,CLASSE,,
"BOUSQUET, JAYPEE",Charlotte,Barricades,42,,1,FR,CLASSE,,
BOUTELDJA,Houria,"Les blancs, les juifs et nous - Vers une politique de l’amour révolutionnaire",16,,1,FR,CLASSE,,
"BOUTELDJA, KHIARI","Houria, Sadri",Nous sommes les indigènes de la république,16,,2,FR,CLASSE,,
BRAGANCE,Anne,D’un pas tranquille,24,,1,FR,CLASSE,ROMAN,
BRAIGA,Kenza,"Un jour, j’ai quitté Bagdad - De Bagdad au loft",22,,1,FR,CLASSE,,
BRAITHWAITE,Oyinkan,"Ma sœur, serial killer",24,,1,FR,CLASSE,ROMAN,
BRANTENBERG,Gerd,Egalia’s daughters – A satire of the sexes,24,,1,EN,CLASSE,ROMAN,
BRAUNSCHWEIG,Lila,Neutriser - Émancipation(s) par le neutre,19,A.1.,1,FR,CLASSE,,
"BREEN, JORDAHL","Marta, Jenny",Histoire(s) de femmes - 150 ans de luttes pour leur liberté et leur droits,42,,1,FR,CLASSE,,
BRONTË,Charlotte,Jane Eyre,24,,1,FR,CLASSE,ROMAN,
BROWN,Adrienne Maree,Pleasure activism – The politics of feeling good,18,E.6.,1,EN,CLASSE,,
BRUDER,Jessica,Nomadland,22,,1,FR,CLASSE,,
"BRUGÈRE, LE BLANC","Fabienne, Guillaume","Judith Butler - Trouble dans le sujet, trouble dans les normes",2,,1,FR,CLASSE,,
BRUNSWIC,Anne,"Sibérie, un voyage au pays des femmes - Chroniques",22,,1,FR,CLASSE,,
"BUDRY, (éd.), OLLAGNIER (éd.)","Maryelle, Edmée",Mais qu’est-ce qu’elles voulaient ?  – Histoires de vie du MLF à Genève,27,,1,FR,CLASSE,,
COLLECTIF,BUREAU FÉDÉRAL DE L’ÉGALITÉ ENTRE FEMMES ET HOMMES,Femmes réfugiées en Suisse - Un manuel,29,,1,FR,CLASSE,,
BURI,Rosmarie,Grosse et bête - L’histoire de ma vie,6/22,,1,FR,CLASSE,AUTOBIOGRAPHIE,
BURNIER,Marcia,Les orageuses,32/24,,1,FR,CLASSE,,
BUTLER,Judith,Trouble dans le genre (Gender Trouble) – Le féminisme et la subversion de l’identité,2,,3,FR,CLASSE,,
CABEZÓN CAMARA,Gabriela,Les aventures de China Iron,24,,1,FR,CLASSE,ROMAN,
CAISNE,Arielle,L’ortie  - Récit,15,,1,FR,CLASSE,RECIT,
CALIFIA,Pat,Le mouvement transcende - changer de sexe ,2,,1,FR,CLASSE,,
"CAMBRELENG, VINCENT, FAIT GRR, THIÉBAUT, MALKA, KIRSCHEN, HARMANGE, OVIDIE, KIYÉMIS, DHÉE, SCHMIDT, CAMILLE ET JUSTINE, LARRÈRE, REY-ROBERT, B. PRÉCIADO, SAUVION, AMSELLEM, SHANTA","Eve, Alizée, Klaire, Élise, Lauren, Marie, Pauline, , , Amandine, Fiona, , Mathilde, Valérie, Paul, Marie, Rebecca, Élodie",Survivre au sexisme ordinaire - Analyses et techniques de 18 féministes pour le mettre K.O.,32,,1,FR,CLASSE,,
"CAMBRELENG, SABBAH","Eve, Blanche",Nos mutineries – Réponses imparables aux idées reçues sur le féminisme,21/42,A.5. / L .,1,FR,CLASSE,,
CANIZALES,Pj,Amazona,16/42,L. / C. ,1,FR,CLASSE,BD,
"CARDI (dir), PRUVOST (dir)","Coline, Geneviève",Penser la violence des femmes,32,,1,FR,CLASSE,,
CARDINAL,Marie,La clé sur la porte,24,,1,FR,CLASSE,ROMAN,
CARLES,Emilie,Une soupe aux herbes sauvages,24,,1,FR,CLASSE,ROMAN,
CARLOS,Marina,Je vais m’arranger - Comment le validisme impacte la vie des personnes handicapées,14,,1,FR,CLASSE,,
CARTER,Angela,The Sadeian woman and the ideology of pornography - An exercise in cultural history,18,,1,EN,CLASSE,,
CARTER,Angela,La compagnie des loups - et autres nouvelles,24,,1,FR,CLASSE,Recueil de nouvelles,
CARTER,Angela,The Passion of New Eve,24,,1,EN,CLASSE,ROMAN,
CARTER,Angela,The Bloody Chamber,24,,1,EN,CLASSE,Recueil de nouvelles,
CARTER,Angela,Angela Carter’s book of fairy tales,39,,1,EN,CLASSE,,
CASSADY,Carolyn,"Sur ma route - Ma vie avec Neal Cassady, Jack Kerouac, Allen Ginsberg et les autres…",24,,1,FR,CLASSE,ROMAN,
CASTELLANOS,Rosario,Cours de cuisine - suivi de La petite tête grisonnante,24,,1,FR,CLASSE,NOUVELLES / PIVE (PAULETTE),étagère à part?
"CASTRO, ZUTTION","Catherine, Quentin",Appelez-moi Nathan,2/42,,1,FR,CLASSE,BDS,
CASSE-RÔLES,,N°17,23/40,H.2./ Z.,1,FR,CLASSE,REVUE,?
CASTOR,Léa,Corps à coeur coeur à corps,6/42,,1,FR,CLASSE,BD,
"CATEL,  BOCQUET","Muller, José-Louis",Joséphine Baker,42,,1,FR,CLASSE,"BD, BIOGRAPHIE",
"CATEL,  BOCQUET","Muller, José-Louis",Kiki de Montparnasse,42,,1,FR,CLASSE,,
CATHON,,Les ananas de la colère,42,,1,FR,CLASSE,,
"CAUSSE,VEZINET","Rolande, Nane",Rebelles,22,,1,FR,CLASSE,,
CÉCILE,,Année érotique ,10,,1,FR,CLASSE,,
CELLINI,Matteo,"Moi, la grosse",6/24,,1,FR ,CLASSE,ROMAN,
CÉSAIRE,Aimé,"Discours sur le colonialisme, Discours sur la Négritude",16,,1,FR,CLASSE,DISCOURS,
"CÉSAIRE, DAMAS, DIOP, DIOP, RABEARIVELO, SENGHOR","A., L.-G., B., D., L. S.",Poemi dalla Negritudine,16,,1,IT,CLASSE,POÉSIE,
CHAMBERS,Becky,"Apprendre, si par bonheur",24,,1,FR,CLASSE,ROMAN,
CHAPERON,Sylvie,La médecine du sexe et les femmes – Anthologie des perversions féminines au XIXè siècle,18,,1,FR,CLASSE,,
"CHAPONNIÈRE, RICCI LEMPEN","Martine, Silvia",Tu vois le genre ? Débats féministes contemporains,21,,1,FR,CLASSE,,
CHARIANDY,David,Il est temps que je te dise - Lettre à ma fille sur le racisme,16,,1,FR,CLASSE,,
CHARLAP,Cécile,La fabrique de la ménopause,40,,1,FR ,CLASSE,,
CHASE-RIBOUD,Barbara,Vénus Hottentote,24,,1,FR,CLASSE,ROMAN,
CHATTERJEE,Partha,Politique des gouvernés - Réflexions sur la politique populaire dans la majeure partie du monde,16,,1,FR,CLASSE,,
CHAUVET,David,La mentaphobie (ou comment le cri de la carotte) tue les animaux,26,,1,FR,CLASSE,,
"CHEN, DULANI, LAKSHMI PIEZNA-SAMARASINHA","Ching-in, Jai, Leah",The revolution starts at home - Confronting intimate violence within activist communities,15,,1,EN,CLASSE,,
"CHENU, MONROY","Audrey, Catherine",Girl Fight,22,,1,FR,CLASSE,,
CHOLLET,Mona,Réinventer l’amour : comment le patriarcat sabote les relations hétérosexuelles,33,F.5.,1,FR,CLASSE,,
CHOPLIN,Antoine,Un ciel rempli d'oiseaux,24,J.,1,FR,CLASSE,,
"CHOUDER, LATRÈCHE, TEVANIAN","Ismahane, Malika, Pierre",Les filles voilées parlent,20,,1,FR,CLASSE,,
"CHRISTE, NATCHKOVA, SCHICK, SCHOENI","Sabine, Nora, Manon, Céline",Au foyer de l’inégalité,5,,2,FR,CLASSE,,
CIXOUS,Hélène,Souffles,24,,1,FR,CLASSE,ROMAN,
COATES,Ta-Nehsi,Between the world and me,16,,1,EN,CLASSE,,
COFFIN,Alice,Le génie lesbien,19,,2,FR,CLASSE,,
COLETTE,,La vagabonde,24,,1,FR,CLASSE,ROMAN,
COLLECTIF,,Classeur d’archives sur l’avortement en Suisse,3,,1,FR,CLASSE,ARCHIVES,?? Donner au CIRA??
COLLECTIF,,Plantes et ovaires,1,,1,FR,CLASSE,,
COLLECTIF,Collectif de l’internationale des femmes,"Le droit de choisir - Avortement, contraception : lutte internationale des femmes",3,,1,FR,CLASSE,,
COLLECTIF,Comité pour la liberté de l’avortement et de la contraception,Libérons l’avortement - Comité pour la liberté de l’avortement et de la contraception,3,,1,FR,CLASSE,,
COLLECTIF,Cases Rebelles,100 Portraits contre l’état policier,13,,1,FR,CLASSE,,
COLLECTIF,,The fat zine by fat people for fat people + those that care,6,E.3.,2,FR,CLASSE,ZINE,
COLLECTIF,À couteaux tirés ,Les indésirables - I. Lecce (2001-2010),13,,1,FR,CLASSE,,
COLLECTIF,,Mon corps est un champ de bataille - Analyses et témoignages - tome 1,6,E. ,2,FR,CLASSE,TEMOIGNAGE,
COLLECTIF,,Mon corps est un champ de bataille - tome 2,6,,1,FR,CLASSE,TEMOIGNAGE,
COLLECTIF,,Guide - Les couches lavables et autres alternatives aux couches jetables,8,,1,FR,CLASSE,,
COLLECTIF,,Rage de camp - Pistes et outils pour des campements autogérés,8,,1,FR,CLASSE,,
COLLECTIF,,SRSR – queerasses sous influence,10,K. ,1,FR/ENG,CLASSE,,
COLLECTIF,,Les études gay et lesbiennes,19,,1,FR ,CLASSE,,
COLLECTIF,Gay Liberation Front ,Come out ! -  Selections from the radical gay liberation newspaper,19,,1,EN,CLASSE,,
COLLECTIF,,Being a woman artist,11,,1,FR,CLASSE,,
COLLECTIF,,Kiss my genders,11,Z.,1,EN,CLASSE,,
COLLECTIF,,Éducation populaire & féminisme : Récit d’un combat (trop) ordinaire,12,,1,FR ,CLASSE,,
COLLECTIF,,État d’urgence et business de la sécurité - Entretiens avec Mathieu Rigouste,13,,1,FR,CLASSE,,
COLLECTIF,,"Charbonnerie El Buen Trato - Charbon et charbon de bois, livraisons à domicile, commandes rapides et soignées",13,,1,FR,CLASSE,,
COLLECTIF,,"Éclats de liberté - La lutte contre la construction d’un nouveau centre fermé pour clandestins à Steenokkerzeel (Belgique, 2009-2011)",13,,1,FR,CLASSE,,
COLLECTIF,,Paroles de sourds – À la découverte d’une autre culture,14,,1,FR,CLASSE,,
COLLECTIF,,#Balance ta bulle – 62 dessinatrices témoignent du harcèlement et de la violence sexuelle,15,,1,FR,CLASSE,BD / TÉMOIGNAGE,
COLLECTIF,,Le désir libertaire – Le surréalisme arabe à Paris,16,,1,FR,CLASSE,,Collectif textes réunis et annotés par Abdul KaderEl Janabi
COLLECTIF,,Dictionnaire – La langue des signes,17,Z.,1,FR/LDS,CLASSE,,
COLLECTIF,,Dictionnaire bilingue L.S.F./Français,17,Z.,1,FR / LSF,CLASSE,,
COLLECTIF,Cases Rebelles,Le feu qui craque – Panafrorévolutionnaires,20,,1,FR,CLASSE,,
COLLECTIF,,Pour un féminisme de la totalité,25,,1,FR,CLASSE,,
COLLECTIF,NAQD Revue d’études et de critique sociale,Femmes et Citoyenneté*,20,,1,"FR, AR",CLASSE,,
COLLECTIF,Organização de Fernanda Felisberto,Terras de Palavras - Contos ,20,,1,PO,CLASSE,,
COLLECTIF,Cahiers du Grif,Les femmes et la politique,21,,1,FR,CLASSE,REVUE,
COLLECTIF,,The Suffragettes,21,,1,EN,CLASSE,,
COLLECTIF,,Frauenemanzipation im deutschen Vormärz - Texte und Dokumente,21,,1,DE,CLASSE,,
COLLECTIF,,"Mieux qu’un rêve, une grève – La grève des femmes du 14 juin 1991 en Suisse",21,A.,1,FR,CLASSE,,
COLLECTIF,,Une bibliothèque féministe,21,,1,FR,CLASSE,,
COLLECTIF,,Les nouvelles femmes - Préface de Benoîte Groult,22,,1,FR,CLASSE,,
COLLECTIF,Kika et Hibickina,Off the Map - Tribulations de deux vagabondes anarchistes,22,,2,FR,CLASSE,,
COLLECTIF,Syndicat des employées de maison du Cusco,On demande une bonne - Se necesita muchacha,22,,1,FR/SP,CLASSE,,
COLLECTIF,,FemInfo - la revue féministe avec une perspective féministe - Pratiques relationnelles/ Beziehungspraktiken 59/2021,23,,2,FR/DE/EN,CLASSE,REVUE,
COLLECTIF,,FemInfo - la revue féministe avec une perspective féministe - Corps/ Körper 60/2022,23,,2,FR/DE/EN,CLASSE,REVUE,
COLLECTIF,,Usure Presse,23,Z.,1,FR/ENG,CLASSE,Revue,
COLLECTIF,,The lifted veil – Women’s 19th century stories,24,,1,EN,CLASSE,ROMAN,? Panoramique
COLLECTIF,CIRA,Refuser de parvenir – Idées et pratiques,25,,1,FR,CLASSE,,
COLLECTIF,,En catimini...Histoire et communiqués des Rote Zora,25,,1,FR,CLASSE,,
COLLECTIF,EZLN – Commission sexta de l’EZLN,Pistes Zapatistes - La pensée critique face à l’hydre capitaliste,25,,1,FR,CLASSE,,
COLLECTIF,Femmes en Grève,Le temps compté de l’égalité - Réflexions féministes ,27,,1,FR,CLASSE,,
COLLECTIF,,Liberté pour tous avec ou sans papiers – Une lutte contre la machine à expulser (Paris 2006-2011),29,,1,FR,CLASSE,,
COLLECTIF,,"Calais, face à la frontière – Textes et entretiens",29,,1,FR,CLASSE,,
COLLECTIF,Lucía Le Maquis,Nous ne ferons pas marche arrière ! - Luttes contre la frontière franco-italienne à Vintimille,29,,1,FR,CLASSE,,
COLLECTIF,,On est toujours là ! 5Èmes rencontres nationales des luttes des immigrations,29,,1,FR,CLASSE,,
COLLECTIF,,Droits humains pour tou.te.s,31,,1,FR,CLASSE,MANIFESTE,
COLLECTIF,GENDERING,Petit imagier de vocabulaire sexiste et homophobe,31,,1,FR,CLASSE,IMAGIER,
COLLECTIF,,Dictionnaire critique du sexisme linguistique,31,,1,FR,CLASSE,DICTIONNAIRE,
COLLECTIF,AMNESTY INTERNATIONAL,Une égalité de droit ,36,,1,FR,CLASSE,,
COLLECTIF,Stop Masculinisme ,Contre le masculinisme – guide d’autodéfense intellectuelle,37,,1,FR,CLASSE,,
COLLECTIF,,"L’haleine des faubourgs - Ville, habitat et santé au XIXème siècle",38,,1,FR,CLASSE,,
COLLECTIF,Incendo,Genres & Classes – L’insurrection généralisée qui détruira les hommes et les femmes,38,,1,FR,CLASSE,,
COLLECTIF,,Workin class history – Everyday acts of resistance and rebellion,38,D. ,1,EN,CLASSE,,
COLLECTIF,FFGZ,Das Diaphragma - Ein sichere Alternative,40,,1,DE,CLASSE,,
COLLECTIF,GAMS Rhône-Alpes,Les fleurs coupées - Témoignages de femmes excisées,40,,1,FR,CLASSE,TEMOIGNAGE,
COLLECTIF,Groupe de travail Seveso,Seveso est partout,,,1,FR,CLASSE,,
COLLECTIF,,Les gens normaux – Paroles lesbiennes gay bi trans,42,,1,FR,CLASSE,,
COLLECTIF,La Bûche, À cases égales - Des créatrices de BD romandes planchent sur l’égalité,27/42,,1,FR,CLASSE,BD,
COLLECTIF,,"L’inadeguato, Lo inadecuado, the inadequate",11,Z.,1,ESP,CLASEE,,
COLLECTIF,Collectif et Carla Rice,Mon corps est un champ de bataille - Analyses et témoignages - tome 1,6,,1,FR ,CLASSE,"TEMOIGNAGE, ANALYSE",
COLLECTIF,Mwasi,Afrofem,20,,2,FR,CLASSE,,1 MANQUANT
COLLECTIF,Laboria Cuboniks,Manifeste Xénoféministe,25,A,1,FR,CLASSE,,
COLLECTIF,Outrans,Hormones et parcours trans,2,,2,FR,CLASSE,Brochure,
COLLINS,Kathleen,Journal d’une femme noire,20,,1,FR ,CLASSE,,
COLLECTIF,"COMITÉ D’ACTION INTERASSOCIATIF « DROIT DES FEMMES, DROIT AU SÉJOUR, CONTRE LA DOUBLE VIOLENCE »",Femmes et étrangères : Contre la double violence - Témoignages et analyses,29,,1,FR,CLASSE,,
CONDÉ,Maryse,"Moi, Tituba sorcière…",24,,2,FR,CLASSE,ROMAN,1 manquant
CONDÉ,Maryse,Unterden Mangroven,24,,1,DE,CLASSE,ROMAN,
CONSCIENCE,Marie-Aurore,Déambulante,42,,1,FR,CLASSE,,
COTLENKO,Mila,Maria Nikiforova La révolution sans attendre - L’épopée d’une anarchiste à travers l’Ukraine (1885-1919),22,,1,FR,CLASSE,,
CREVOISIER,Benoîte,Le miroir aux alouettes,24,,1,FR,CLASSE,ROMAN,
CROWDAGGER,Lizzie,Une autobiographie transsexuelle (avec des vampires),24,,1,FR,CLASSE,ROMAN,
CUBLIER,Anne,Indira Gandhi,22,,1,FR,CLASSE,,
