Titre,Prénoms auteuricexs,Anciennes catégories,Nouvelles catégories,Langues,ID,Créé le,Modifié le,Noms auteuricexs,Commentaires,Nombre exemplaires
"Préparez-vous pour la bagarre, Défaire le discours sexiste dans les médias",Rose,21,A,FR,1300,2024-05-01,2024-05-01,Lamy,,1
Stardust,Léonora,24,J,FR,1301,2024-05-01,2024-05-01,Miano,,1
"Au-delà des murs, Témoignage et recherche sur l'univers carcéral suisse romand",Yvonne,13,Q; Q1,FR,1302,2024-05-01,2024-05-01,Bercher,,1
Bitter,Akwaeke,24,J,EN,1303,2024-05-01,2024-05-01,Emezi,,1
Les Étoiles s'éteignent à l'aube,Richard,24,J,FR,1304,2024-05-01,2024-05-01,Wagamese,,1
À propos d'amour,Bell,20; 33,A; F,FR,1305,2024-05-01,2024-05-01,Hooks,,1
36 Rue de Berne,Max,24; 16; 4; 19,J; E; E4; C; Q; Q1,FR,1306,2024-05-01,2024-05-01,Lobe,,1
Le sexocide des sorcières,Françoise,21,A; A4,FR,1307,2024-05-01,2024-05-01,d'Eaubonne,,1
"Afrotrans, perspectives.entretiens.poésie.fiction",Hélène;Blxck;Michaël;Michaëla;Kellysha;véli;Joao;Sofiane-Akim;Sika;Lasseindra;Lily,2; 16,B; C,FR,1308,2024-05-01,2024-05-01,Bémé;Cysper;Brisac;Danjé;Descieux;Fénwar;Gabriel;Kounkou;Kuchenga;Lari;Ninja;Séjor;Loïz;Mon-Ink.D,,1
"The Art of Resistance ontheatre, Activism and Solidarity",Stefan;Luanda;Milo;Lara,11,W; 2,EN,1309,2024-05-01,2024-05-01,Bläske;Casella;Rau;Staal (ed.),,1
"Fourteen Poems, queer poetry anthology",,10,K; 2,EN,1310,2024-05-01,2025-02-12,COLLECTIF,,1
L'athée du grenier,Samuel R.,16; 24,C; J; J1,FR,1311,2024-05-01,2024-05-01,Delany,,1
Being You,Megan;Jessica;Anne/Andy,41,M,EN,1312,2024-05-01,2024-05-01,Madison;Ralli;Passchier,,1
"Le salaire du blanc, la formation de la classe ouvrière américaine et la question raciale",David R.,25; 16,C; D,FR,1313,2024-05-01,2024-05-01,Roediger,,1
Dandara et les exclaves libres,Jarid,24,J; U,FR,1314,2024-05-01,2024-05-01,Arraes,,1
"Le dérangeur, petit lexique en voie de décolonisation",Collectif Piment,16,C,FR,1315,2024-05-01,2025-02-12,COLLECTIF,,1
Afropean soul et autre nouvelles,Léonora,24,J,FR,1316,2024-05-01,2024-05-01,Miano,,1
L'incivilité des fantômes,Rivers,24,J; J1,FR,1317,2024-05-01,2024-05-01,Solomon,,1
Ça restera entre-nous,,18; 10,E; K; K2,FR; EN; AR,1318,2024-05-01,2025-02-12,COLLECTIF,,1
Idées pour retarder la fin du monde,Ailton,16,C; C1; S,FR,1319,2024-05-01,2024-07-23,Krenak,,
Nothing Burns as Bright as you,Ashley,24,J,EN,1320,2024-05-01,2024-05-01,Woodfolk,,1
100 Queer Poems,Mary Jean; Andrew,10,K; K2; V,EN,1321,2024-05-01,2024-05-01,Chan;McMillan,,1
Nous autres réfugiés,Hannah,29,Q; Q4,FR,1322,2024-05-01,2024-05-01,Arendt,,1
tout ce qu'on tait on sait - We Know What Remains Unsaid,,38; 11,D; W; W2,FR; EN,1323,2024-05-01,2025-02-12,COLLECTIF,,
Bicycles & Broomsticks,,24,J; J1,EN,1324,2024-05-01,2024-05-01,Elly Blue (ed.),,
Devenir,Joanna,42,L,FR,1325,2024-05-01,2024-07-03,Foliveli,,1
Hêtre pourpre,Kim,24,J; U,FR,1326,2024-05-01,2024-05-01,de l'Horizon,,1
Capitalisme Gore,Sayak,20,C; A; A2,FR,1327,2024-05-01,2024-07-03,Valencia,,1
Trans-galactic bike ride,LYDIA,24; 2,J; J1; B,EN,1328,2024-05-01,2024-05-01,ROGUE,,1
Snapdragon,KAT,42,L,EN,1329,2024-05-01,2024-05-01,LEYH,,1
Plume,Alistair,10,K3; K2,FR,1330,2024-06-23,2024-07-03,Houdayer,,
Binti,NNEDI,24,J; J1,FR,1331,2024-07-09,2024-07-09,OKORAFOR,,1
"Vagabonds - Your don't read this novel. you swan dive into it, then gasp in wonder Marlon James",Eloghosa,24,J,EN,1332,2024-07-23,2024-07-23,Osunde,,1
"Les Blancs, les Juifs et nous",Houria,16,C,FR,1333,2024-08-07,2024-08-07,BOUTELDJA,,1
Environnement toxique,Kate,42,L,FR,1334,2024-08-07,2024-08-07,Beaton,,1
René.e aux bois dormants,Elene,42,L,FR,1335,2024-08-07,2024-08-07,Usdin,,1
Polly,Fabrice; Isabelle,"42, 2",L; E; E1,FR,1336,2024-08-13,2024-08-13,MELQUIOT; PRALONG,,1
Clémence en colère,Mirion,42,L,FR,1337,2024-08-13,2024-08-13,Malle,,1
Le Siècle d'Emma,Éric; Fanny,42,L,FR,1338,2024-08-13,2024-08-13,BURNAND; VAUCHER,,1
Le Siècle De Jeanne,Éric; Fanny,42,L,FR,1339,2024-08-13,2024-08-13,BURNAND; VAUCHER,,1
Deuxième Génération - Ce Que Je n'ai Pas Dit A Mon Père,Michel,42,L,FR,1340,2024-08-13,2024-08-13,KICHKA,,1
Anaïs Nin - Sur La Mer Des Mensonges,Léonie,42,L,FR,1341,2024-08-13,2024-08-13,BISCHOFF,,1
Koko N'aime Pas Le Capitalisme - & autres histoires,,42,L,FR,1342,2024-08-13,2024-08-13,TIENSTIENS,,1
Rude Girl,Birgit,42,L,FR,1343,2024-08-13,2024-08-13,WEYHE,,1
Bagarre Érotique,,42; 4,L; O; O1,FR,1344,2024-08-13,2024-08-13,KLOU,,1
René.e aux bois dormants,Elene,42,L,FR,1345,2024-08-13,2024-08-13,USDIN,,1
Diana & Charlie,Elias,42,L,FR,1346,2024-08-13,2024-08-13,ERICSON,,1
Cher Blopblop - Lettre à Mon Embryon,Léa,42,L; G; G1,FR,1347,2024-08-13,2024-08-13,CASTOR,,1
Manifestante,Hélène,42,L,FR,1348,2024-08-13,2024-08-13,ALDEGUER,,1
Générations Poing Levé,Chloé;Karim,42,L,FR,1349,2024-08-13,2024-08-13,CÉLÉRIEN; NEDJARI,,1
C'est comme ça que je disparais,Mirion,42,L,FR,1350,2024-08-13,2024-08-13,MALLE,,1
Les Strates,Pénélope,42,L,FR,1351,2024-08-13,2024-08-13,BAGIEU,,1
"Queer Theory, une histoire graphique",Meg-John; Jules,42,L; M,FR,1352,2024-08-13,2024-08-13,BARKER; SCHEELE,,1
Il Est Où Le Patron ? - Chroniques De Paysannes,,42,L,FR,1353,2024-08-13,2024-08-13,COLLECTIF,,1
Pratique de la diaspora,Brent Hayes,16,C,FR,1354,2024-08-26,2024-08-26,EDWARDS,,1
Révéler mes visages,Janis,22; 2,U; B,FR,1355,2024-08-26,2024-08-26,SAHRAOUI,,1
Afroqueer - 25 voix engagées,Fabrice,22; 16,U; C,FR,1356,2024-08-26,2024-08-26,Nguena,,1
Añawaya,,20,A; A2,FR; ES,1357,2024-08-26,2024-08-26,COLLECTIF,,1
Zones mortes,Shulamith,24,J; G; D,FR,1358,2024-08-26,2024-08-26,FIRESTONE,,1
Algue et la sorière,Pinar,39,K; K2,FR,1359,2024-08-26,2024-08-26,SELEK,,1
Pour une écologie pirate - Et nous serons libres,Fatima,39,S; H,FR,1360,2024-08-26,2024-08-26,OUASSAK,,1
Un bref instant de splendeur,Ocean,24; 19,J; E,FR,1361,2024-08-26,2024-08-26,VUONG,,1
Fétichisme et curiosité,Laura,11,W; W2,FR,1362,2024-08-26,2024-08-26,MULUEY,,1
"Kollontaï - Défaire la Famille, Refaire l'Amour","Olga, Matthieu",22,U,FR,1363,2024-10-09,2024-10-09,"Bronnikova, Renault",,1
Nos jours brûlés - Tome 1,Laura,24,J; J1; A; A2,FR,1364,2024-10-26,2024-10-26,NSAFOU,,1
Dolores,Alain,24,J,FR,1365,2024-12-01,2024-12-01,RIVIERE,,1
Fatma au parapluie,Mahmoud; Soumeya,42,L,FR,1366,2024-12-24,2024-12-24,Benamar; Ouarezki,,1
Qui a tué Asmahan?,Nadia; Laure,42,L,FR,1367,2024-12-24,2024-12-24,Hatroubi-Safsaf; Ibrahim,,1
La dernière artiste soviétique,Victoria,42,L,FR,1368,2024-12-24,2024-12-24,Lomasko,,1
Où sont les personnages LGBTQI+ en littérature jeunesse?,Sarah; Spencer,12; 19,H; H2; A,FR,1369,2024-12-27,2024-12-27,GHELAM; ROBINSON,,1
Où Sont Les Personnages D'Enfants Non Blancs en Littérature Jeunesse?,Sarah,12; 16,C; H2,FR,1370,2024-12-27,2024-12-27,GHELAM,,1
Tuer Et Transformer L'Homme Dominant,,37,A; A6,FR,1371,2024-12-27,2025-02-12,COLLECTIF,,1
Les Malles Du Retour,,24; 29,C; J,AR; FR; ES,1372,2024-12-27,2024-12-27,COLLECTIF,,1
Non-Binaire,Audrey,41; 19,B; M,FR,1373,2024-12-27,2024-12-27,JÉSUS,,1
Entrer En Pédagogie Antiraciste,,16; 12,C; H2,FR,1374,2024-12-27,2024-12-27,COLLECTIF,,1
Petit Ouvrage d'Autonomie Technologique,Claire;Louise,8,P; Z,FR,1375,2024-12-27,2024-12-27,RICHARD;DRUHLE,,1
La Santé Communautaire: Une Autre Politique Du Soin,Claire;Louise,30,G,FR,1376,2024-12-27,2024-12-27,RICHARD;DRUL,,1
Le Monde Est Un Couteau,L.,10,K; K2,FR,1377,2024-12-27,2024-12-27,JUNIPER,,1
Los Putos,,24; 10; 19; 11,E; E4; J; K; K2,FR; ES,1378,2024-12-27,2024-12-27,IOSHUA,,1
28 Jours,L.,24; 19; 30,J; E; E4; G; G5,FR,1379,2024-12-27,2024-12-27,BIGÒRRA,,1
Nûdem Durak - Sur La Terre Du Kurdistan,Joseph,22,U,FR,1380,2024-12-27,2024-12-27,ANDRAS,+luttes kurdes,1
La Vie Rêvée de Sainte Tapiole,Hervé,24,J; E; E4,FR,1381,2024-12-27,2024-12-27,BRIZON,à compléter,1
A Million Quiet Revolutions,Robin,41,M,EN,1382,2025-01-01,2025-01-01,GOW,,1
Les Sous-Communs - Planification fugitive et étude noire,Stefano;Fred,16,C,FR,1383,2025-01-01,2025-01-01,HARNEY;MOTEN,,1
,Tai,24,J; J1,EN,1384,2025-01-01,2025-01-01,SHANI,,1
An Ongoing-Offcoming Tale,Bonaventure; Benjeng,11,W; W2,EN,1385,2025-01-01,2025-01-01,SOH;NDIKUNG,,1
An Archive Of Feelings,Ann,19,E,EN,1386,2025-01-01,2025-01-01,CVETKOVICH,,1
Chronique Du Pays Des Mères,Élisabeth,24,J; J1,FR,1387,2025-01-01,2025-01-01,Vonarburg,,1
Beyond The Black Door,A.M.,24,J:J1,EN,1388,2025-01-01,2025-01-01,STRICKLAND,,1
De La Postcolonie - Essai sur l'Imagination Politique Dans l'Afrique Contemporaine,Achille,16,C,FR,1389,2025-01-01,2025-01-01,MBEMBE,,1
Mais qu'est-ce qu'elles Voulaient?,,21,A; A1,FR,1390,2025-01-01,2025-02-12,COLLECTIF,,1
Devenir,Joanna,42,L,FR,1391,2025-01-01,2025-01-01,FOLIVÉLI,,1
La Révolte À Perpetuité,Sante,25; 22; 38,U; D,FR,1392,2025-01-01,2025-01-01,NOTARNICOLA,,1
Les Invisibles,Mar,24,J,FR,1393,2025-01-01,2025-01-01,ROMASCO-MOORE,,1
La Fiction Réparatrice,Emilie,11; 19,A; A1; W; W2,FR,1394,2025-01-01,2025-01-01,NOTÉRIS,,1
Tu Vois le Genre? Débats Fémnistes Contemporains,Martine;Silvia,21,A; A1,FR,1395,2025-01-01,2025-01-01,CHAPONNIÈRE; RICCI LEMPEN,,1
Marianne et le garçon noir,Léonora,16,C,FR,1396,2025-01-01,2025-01-01,MIANO,,1
Non-noyées - Leçons féministes Noires apprises auprès des mammifères marines,Alexis Pauline,20,A; A2; A2a,FR,1397,2025-01-15,2025-01-15,GUMBS,,1
"1492, Anacaona - L'insurgée des caraïbes",Paula,22; 16,U; C,FR,1398,2025-01-15,2025-01-15,ANACAONA,,1
Portrait huaco,Gabriela,16,C,FR,1399,2025-01-22,2025-01-22,WIENER,post-colonial,1
L'analphabète,Agota,22,U,FR,1400,2025-01-22,2025-01-22,KRISTOF,,1
El ghourabaa - A queer and trans collection of Oddities,,19,A; A2; A2d,EN,1401,2025-01-22,2025-01-22,COLLECTIF,,1
Genderfail anthology of queer typography vol.1,,19; 11,W,EN,1402,2025-01-22,2025-01-22,COLLECTIF,,1
Etica Marica - Proclamas libertarias para una militancia LGTBQ,Paco,19,A; A1,ES,1403,2025-01-22,2025-01-22,VIDARTE,,1
HEADSCARVES AND HYMENS - Why the middle east needs a sexual revolution,Mona,20,A; A2; A2d,EN,1404,2025-01-22,2025-01-22,ELTAHAWY,,1
Lesbiennes de l'immigration - Construction de soi et relations familiales,Salima,20; 19,A; A2; A2d,FR,1405,2025-01-22,2025-01-22,AMARI,,1
Showing our colors - Afro-german women speak out,,20; 16,A; A2; A2d; C,EN,1406,2025-01-22,2025-01-22,COLLECTIF,,1
"Revue ''Galaxies, science-fiction'', Genre et sexe en SF",,24,J; J1,FR,1407,2025-01-22,2025-01-22,COLLECTIF,,1
L'aurora delle trans cattive,Porpora,2,B,IT,1408,2025-01-22,2025-01-22,MARCASCIANO,,1
Le mouvement mondial des femmes,Peggy,20,A,FR,1409,2025-01-22,2025-01-22,ANTROBUS,,1
Devenir chienne,Itziar,22; 19; 4,U; E; O; O1,FR,1410,2025-01-22,2025-01-22,ZIGA,,1
Feme ! Vie ! Liberté !,Chowra,20; 32,A; A2; A2d,FR,1411,2025-01-22,2025-01-22,MAKAREMI,,1
Défaire le genre,Judith,2,B,FR,1412,2025-01-22,2025-01-22,BUTLER,,1
Sexualités et dissidences queers,,18; 33; 19,E; F,FR,1413,2025-01-22,2025-01-22,COLLECTIF,,1
La révolution captive - La lutte anticoloniale des femmes palestiniennes et le système carcéral israélien,Nahla,20; 13; 10,A; A2; C; Q; Q3,FR,1414,2025-01-22,2025-01-22,ABDO,,1
"""Das Hier...Ist Meine Ganzes leben.""- Abgewiesene Asylsuchende mit nothilfe in der Schweiz",Collectif,22,U,DE,1415,2025-01-22,2025-01-22,,,1
La fin de l'amour,Eva,33,E,FR,1416,2025-02-10,2025-02-10,ILLOUZ,,1
She who became the sun,Shelley,24,J,EN,1417,2025-02-10,2025-02-10,PARKER-CHAN,,1
La prophétie des soeurs-serpents,Isis,24,J; J1,FR,1418,2025-02-10,2025-02-10,LABEAU-CABERIA,,1
"Resist!, vol. 2",,23,Z,EN,1419,2025-02-10,2025-02-12,COLLECTIF,revue,1
